Genes,Trait
4848,Non_Host_Associated
5180,Non_Host_Associated
5716,Non_Host_Associated
5945,Non_Host_Associated
4871,Non_Host_Associated
5287,Non_Host_Associated
5011,Non_Host_Associated
5498,Non_Host_Associated
5346,Non_Host_Associated
5362,Non_Host_Associated
6314,Non_Host_Associated
5840,Non_Host_Associated
6083,Non_Host_Associated
5962,Non_Host_Associated
6187,Non_Host_Associated
5671,Non_Host_Associated
6325,Non_Host_Associated
6029,Non_Host_Associated
5643,Non_Host_Associated
6329,Non_Host_Associated
6300,Non_Host_Associated
5756,Non_Host_Associated
6328,Non_Host_Associated
5997,Non_Host_Associated
6307,Non_Host_Associated
6197,Non_Host_Associated
5543,Non_Host_Associated
5567,Non_Host_Associated
5508,Non_Host_Associated
5930,Non_Host_Associated
5220,Non_Host_Associated
5978,Non_Host_Associated
5191,Non_Host_Associated
5162,Non_Host_Associated
5558,Non_Host_Associated
5890,Non_Host_Associated
5693,Non_Host_Associated
6042,Non_Host_Associated
5458,Non_Host_Associated
5358,Non_Host_Associated
5089,Non_Host_Associated
5095,Non_Host_Associated
5636,Non_Host_Associated
5997,Non_Host_Associated
5593,Non_Host_Associated
6378,Non_Host_Associated
6206,Non_Host_Associated
5988,Non_Host_Associated
4757,Non_Host_Associated
4399,Non_Host_Associated
5859,Non_Host_Associated
5310,Non_Host_Associated
6258,Non_Host_Associated
6262,Non_Host_Associated
5299,Non_Host_Associated
5341,Non_Host_Associated
5658,Non_Host_Associated
5292,Non_Host_Associated
5417,Non_Host_Associated
5615,Non_Host_Associated
5399,Non_Host_Associated
5564,Non_Host_Associated
5551,Non_Host_Associated
6080,Non_Host_Associated
3726,Non_Host_Associated
5762,Non_Host_Associated
7025,Non_Host_Associated
5790,Non_Host_Associated
5828,Non_Host_Associated
5343,Non_Host_Associated
4861,Non_Host_Associated
5686,Non_Host_Associated
5486,Non_Host_Associated
5298,Non_Host_Associated
5360,Non_Host_Associated
5334,Non_Host_Associated
5646,Non_Host_Associated
5784,Non_Host_Associated
5614,Non_Host_Associated
5336,Non_Host_Associated
5050,Non_Host_Associated
5757,Non_Host_Associated
5672,Non_Host_Associated
5665,Non_Host_Associated
5695,Non_Host_Associated
4555,Non_Host_Associated
6818,Non_Host_Associated
5598,Non_Host_Associated
5869,Non_Host_Associated
6052,Non_Host_Associated
6052,Non_Host_Associated
4477,Non_Host_Associated
4468,Non_Host_Associated
5552,Non_Host_Associated
4712,Non_Host_Associated
4316,Non_Host_Associated
5538,Non_Host_Associated
4858,Non_Host_Associated
4947,Non_Host_Associated
6023,Non_Host_Associated
5439,Non_Host_Associated
4556,Non_Host_Associated
5485,Non_Host_Associated
5088,Non_Host_Associated
4435,Non_Host_Associated
5762,Non_Host_Associated
4425,Non_Host_Associated
4343,Non_Host_Associated
4529,Non_Host_Associated
3794,Non_Host_Associated
4342,Non_Host_Associated
3715,Non_Host_Associated
3835,Non_Host_Associated
4183,Non_Host_Associated
4184,Non_Host_Associated
4302,Non_Host_Associated
4320,Non_Host_Associated
3969,Non_Host_Associated
4320,Non_Host_Associated
5235,Non_Host_Associated
5334,Non_Host_Associated
5076,Non_Host_Associated
5691,Non_Host_Associated
6128,Non_Host_Associated
5683,Non_Host_Associated
4903,Non_Host_Associated
4939,Non_Host_Associated
5095,Non_Host_Associated
5804,Non_Host_Associated
6006,Non_Host_Associated
5954,Non_Host_Associated
6896,Non_Host_Associated
4648,Non_Host_Associated
5350,Non_Host_Associated
5221,Non_Host_Associated
5312,Non_Host_Associated
4520,Non_Host_Associated
5505,Non_Host_Associated
6303,Non_Host_Associated
6166,Non_Host_Associated
6446,Non_Host_Associated
5831,Non_Host_Associated
6439,Non_Host_Associated
6168,Non_Host_Associated
6335,Non_Host_Associated
5753,Non_Host_Associated
5907,Non_Host_Associated
5738,Non_Host_Associated
4053,Non_Host_Associated
5066,Non_Host_Associated
4602,Non_Host_Associated
6806,Non_Host_Associated
5735,Non_Host_Associated
5961,Non_Host_Associated
5418,Non_Host_Associated
5648,Non_Host_Associated
6127,Non_Host_Associated
4663,Non_Host_Associated
4546,Non_Host_Associated
4758,Non_Host_Associated
6265,Non_Host_Associated
5553,Non_Host_Associated
5233,Non_Host_Associated
5699,Non_Host_Associated
5387,Non_Host_Associated
6460,Non_Host_Associated
5792,Non_Host_Associated
5764,Non_Host_Associated
3992,Non_Host_Associated
6910,Non_Host_Associated
6880,Non_Host_Associated
6863,Non_Host_Associated
6883,Non_Host_Associated
6342,Non_Host_Associated
5463,Non_Host_Associated
6370,Non_Host_Associated
3248,Non_Host_Associated
4320,Non_Host_Associated
4812,Non_Host_Associated
4125,Non_Host_Associated
4506,Non_Host_Associated
5095,Non_Host_Associated
4080,Non_Host_Associated
4842,Non_Host_Associated
4379,Non_Host_Associated
6223,Non_Host_Associated
3482,Non_Host_Associated
4209,Non_Host_Associated
6085,Non_Host_Associated
5471,Plants
4982,Plants
5632,Plants
5757,Plants
6091,Plants
5758,Plants
5757,Plants
5890,Plants
6049,Plants
5768,Plants
5771,Plants
5684,Plants
5822,Plants
5766,Plants
5876,Plants
6018,Plants
5926,Plants
5759,Plants
5500,Plants
5788,Plants
5925,Plants
6502,Plants
5905,Plants
5750,Plants
5873,Plants
6108,Plants
5277,Plants
5441,Plants
5435,Plants
5453,Plants
5298,Plants
5257,Plants
5243,Plants
5460,Plants
5363,Plants
5427,Plants
5599,Plants
5454,Plants
5549,Plants
5771,Plants
5674,Plants
5560,Plants
5694,Plants
5621,Plants
5832,Plants
5778,Plants
5794,Plants
5638,Plants
5451,Plants
5863,Plants
5982,Plants
5866,Plants
5843,Plants
5801,Plants
5842,Plants
4504,Plants
5841,Plants
5953,Plants
5197,Plants
5818,Plants
5840,Plants
5730,Plants
5929,Plants
5610,Plants
6371,Plants
5943,Plants
5792,Plants
6123,Plants
3988,Plants
5873,Plants
6049,Plants
5848,Plants
5542,Plants
6471,Plants
5750,Plants
5534,Plants
5756,Plants
5758,Plants
6049,Plants
5829,Plants
5857,Plants
6291,Plants
5939,Plants
6453,Plants
5815,Plants
6241,Plants
6151,Plants
6151,Plants
6122,Plants
5955,Plants
6017,Plants
6050,Plants
6070,Plants
5857,Plants
6008,Plants
5938,Plants
6128,Plants
6083,Plants
6148,Plants
6349,Plants
6451,Plants
5924,Plants
6037,Plants
6163,Plants
6013,Plants
6074,Plants
6165,Plants
5951,Plants
6082,Plants
6023,Plants
6074,Plants
5345,Plants
4997,Plants
5070,Plants
4912,Plants
5157,Plants
5062,Plants
5369,Plants
5018,Plants
4996,Plants
5364,Plants
5209,Plants
5476,Plants
5636,Plants
5479,Plants
5305,Plants
5311,Plants
5330,Plants
5620,Plants
5402,Plants
5541,Plants
5758,Plants
5572,Plants
5421,Plants
5755,Plants
5750,Plants
6327,Plants
4836,Plants
5708,Plants
5403,Plants
5571,Plants
5629,Plants
5617,Plants
5365,Plants
5354,Plants
5833,Plants
5809,Plants
5283,Plants
6034,Plants
6068,Plants
5558,Plants
5896,Plants
5665,Plants
5937,Plants
5393,Plants
6271,Plants
6031,Plants
5493,Plants
5191,Plants
5648,Plants
6790,Plants
5243,Plants
5559,Plants
5505,Plants
5212,Plants
5642,Plants
5777,Plants
5406,Plants
5574,Plants
5195,Plants
5472,Plants
6136,Plants
4293,Plants
6295,Plants
5717,Plants
5581,Plants
5219,Plants
5327,Plants
5133,Plants
5552,Plants
6064,Plants
5599,Plants
5405,Plants
5842,Plants
5840,Plants
5309,Plants
5432,Plants
6950,Plants
5414,Plants
4974,Plants
5542,Plants
5496,Plants
5494,Plants
5507,Plants
5449,Plants
5490,Plants
4830,Plants
5004,Plants
5494,Plants
5477,Plants
5424,Plants
5078,Plants
4892,Plants
5057,Plants
6079,Plants
4816,Plants
5095,Plants
4578,Plants
5390,Plants
5197,Plants
5198,Plants
5223,Plants
5247,Plants
5231,Plants
5223,Plants
5423,Plants
4445,Plants
5177,Plants
6305,Plants
6133,Plants
6017,Plants
6035,Plants
6401,Plants
6132,Plants
5885,Plants
6347,Plants
6051,Plants
6291,Plants
6262,Plants
6265,Plants
6270,Plants
6257,Plants
6256,Plants
6262,Plants
6009,Plants
4833,Plants
4129,Plants
5999,Plants
6559,Plants
5425,Plants
5340,Plants
5304,Plants
6275,Plants
5199,Plants
6010,Plants
6188,Plants
5112,Plants
5100,Plants
4794,Plants
5655,Plants
5317,Plants
5348,Plants
4078,Plants
5938,Plants
4127,Plants
5817,Plants
5304,Plants
5389,Plants
5361,Plants
5370,Plants
5392,Plants
5578,Plants
5768,Plants
5533,Plants
5221,Plants
5574,Plants
5509,Plants
5425,Plants
5574,Plants
5737,Plants
5231,Plants
5586,Plants
5784,Plants
6029,Plants
5897,Plants
5625,Plants
5549,Plants
5761,Plants
5844,Plants
5454,Plants
5297,Plants
5767,Plants
5632,Plants
5162,Plants
4150,Plants
5783,Plants
5356,Plants
5258,Plants
6081,Plants
5298,Plants
5733,Plants
5982,Plants
4874,Plants
5744,Plants
5218,Plants
5743,Plants
5819,Plants
5869,Plants
5001,Plants
4862,Plants
4869,Plants
5144,Plants
5112,Plants
4869,Plants
4710,Plants
5030,Plants
4840,Plants
6356,Plants
4450,Plants
5423,Plants
5354,Plants
6470,Plants
5057,Plants
5033,Plants
5270,Plants
5198,Plants
5155,Plants
5240,Plants
5320,Plants
5288,Plants
5192,Plants
5308,Plants
5353,Plants
5307,Plants
4872,Plants
5303,Plants
5386,Plants
5799,Plants
5299,Plants
6273,Plants
3684,Plants
5275,Plants
5781,Plants
5608,Plants
5895,Plants
4578,Plants
6159,Plants
6159,Plants
5550,Plants
5721,Plants
5744,Plants
6260,Plants
4531,Plants
5589,Plants
4405,Plants
5956,Plants
5854,Plants
6002,Plants
5657,Plants
5958,Plants
5783,Plants
5654,Plants
5551,Plants
6000,Plants
5770,Plants
6077,Plants
5994,Plants
5916,Plants
5825,Plants
5908,Plants
5486,Plants
6582,Plants
5998,Plants
6136,Plants
5187,Plants
4959,Plants
4960,Plants
5199,Plants
6170,Plants
6266,Plants
5195,Plants
5907,Plants
5904,Plants
5194,Plants
5904,Plants
5906,Plants
5744,Plants
5905,Plants
6268,Plants
6167,Plants
5817,Plants
5903,Plants
5913,Plants
5726,Plants
6272,Plants
5614,Plants
4351,Plants
5906,Plants
5196,Plants
5152,Plants
5796,Plants
5029,Plants
4876,Plants
4876,Plants
4900,Plants
4861,Plants
6055,Plants
4574,Plants
4585,Plants
5481,Plants
5535,Plants
5930,Plants
5700,Plants
5973,Plants
5898,Plants
5228,Plants
4987,Plants
5848,Plants
6082,Plants
5884,Plants
5896,Plants
5857,Plants
5849,Plants
4650,Plants
5850,Plants
5781,Plants
5980,Plants
5134,Plants
5185,Plants
5875,Plants
5306,Plants
5759,Plants
5913,Plants
5173,Plants
5966,Plants
5400,Plants
5800,Plants
5167,Plants
5974,Plants
5217,Plants
5969,Plants
5974,Plants
5581,Plants
5967,Plants
5590,Plants
5692,Plants
5970,Plants
5663,Plants
5655,Plants
5760,Plants
5222,Plants
5592,Plants
6256,Plants
5929,Plants
6202,Plants
6207,Plants
6208,Plants
5588,Plants
6261,Plants
6157,Plants
6157,Plants
6145,Plants
6156,Plants
6158,Plants
6154,Plants
6149,Plants
6158,Plants
5620,Plants
6156,Plants
5693,Plants
4838,Plants
5164,Plants
5865,Plants
5388,Plants
5213,Plants
4998,Plants
7308,Plants
4487,Plants
5309,Plants
5825,Plants
6237,Plants
6074,Plants
6273,Plants
5764,Plants
5121,Plants
5597,Plants
6226,Plants
5265,Plants
5814,Plants
5299,Plants
5443,Plants
5574,Plants
5602,Plants
5548,Plants
5553,Plants
6115,Plants
6175,Plants
5564,Plants
5610,Plants
5632,Plants
5629,Plants
5858,Plants
6271,Plants
5582,Plants
5362,Plants
6019,Plants
5421,Plants
4520,Plants
6195,Plants
6015,Plants
5584,Plants
6102,Plants
5367,Plants
6104,Plants
5364,Plants
5362,Plants
4043,Plants
5698,Plants
5121,Plants
5432,Plants
5816,Plants
4300,Plants
4249,Plants
5701,Plants
6121,Plants
5396,Plants
5558,Plants
5962,Plants
5498,Plants
5551,Plants
5927,Plants
5356,Plants
5339,Plants
5144,Plants
5623,Plants
5085,Plants
5490,Plants
5092,Plants
5223,Plants
5086,Plants
5078,Plants
5151,Plants
5164,Plants
5629,Plants
4956,Plants
5400,Plants
5745,Plants
5720,Plants
5139,Plants
5266,Plants
5080,Plants
5293,Plants
5349,Plants
5291,Plants
5225,Plants
5757,Plants
5154,Plants
5131,Plants
5269,Plants
5243,Plants
5391,Plants
5084,Plants
5258,Plants
5941,Plants
5596,Plants
5173,Plants
5213,Plants
5126,Plants
5458,Plants
5596,Plants
5646,Plants
5665,Plants
5585,Plants
5595,Plants
5747,Plants
5846,Plants
5744,Plants
5731,Plants
5625,Plants
5586,Plants
5610,Plants
5539,Plants
5568,Plants
5629,Plants
5588,Plants
5567,Plants
5485,Plants
5686,Plants
5666,Plants
5576,Plants
5570,Plants
5706,Plants
5708,Plants
5521,Plants
5540,Plants
5465,Plants
5482,Plants
5121,Plants
5412,Plants
5528,Plants
5140,Plants
5258,Plants
5322,Plants
5516,Plants
5499,Plants
5994,Plants
6001,Plants
5246,Plants
5894,Plants
5443,Plants
5465,Plants
5606,Plants
5165,Plants
5574,Plants
5568,Plants
5515,Plants
5650,Plants
5511,Plants
5684,Plants
5555,Plants
5662,Plants
5267,Plants
5191,Plants
5536,Plants
5216,Plants
5432,Plants
5322,Plants
5568,Plants
5135,Plants
5517,Plants
5214,Plants
5214,Plants
5716,Plants
5679,Plants
5658,Plants
5437,Plants
5446,Plants
5912,Plants
6026,Plants
5063,Plants
5143,Plants
5303,Plants
6128,Plants
5696,Plants
5710,Plants
5718,Plants
5709,Plants
5699,Plants
5726,Plants
5697,Plants
5696,Plants
6177,Plants
5726,Plants
5897,Plants
5747,Plants
5730,Plants
5716,Plants
5830,Plants
5254,Plants
5609,Plants
5451,Plants
5323,Plants
5331,Plants
5654,Plants
5532,Plants
5659,Plants
5536,Plants
6969,Plants
5377,Plants
6098,Plants
5809,Plants
5921,Plants
5350,Plants
5378,Plants
5622,Plants
5543,Plants
5624,Plants
5574,Plants
5409,Plants
5427,Plants
5505,Plants
5176,Plants
5362,Plants
5867,Plants
5849,Plants
5744,Plants
5867,Plants
5835,Plants
6328,Plants
5963,Plants
5851,Plants
5883,Plants
5646,Plants
5037,Plants
5272,Plants
5070,Plants
5234,Plants
5091,Plants
5097,Plants
5090,Plants
5511,Plants
5047,Plants
5271,Plants
5086,Plants
5697,Plants
5270,Plants
5751,Plants
5570,Plants
5444,Plants
5629,Plants
5875,Plants
5609,Plants
5592,Plants
5594,Plants
5594,Plants
5487,Plants
5488,Plants
5520,Plants
5347,Plants
6017,Plants
5517,Plants
5519,Plants
5505,Plants
5610,Plants
5718,Plants
6143,Plants
5281,Plants
5272,Plants
5286,Plants
5414,Plants
5420,Plants
5496,Plants
5446,Plants
5234,Plants
5300,Plants
5619,Plants
5264,Plants
5333,Plants
5360,Plants
5443,Plants
5745,Plants
5094,Plants
5350,Plants
5531,Plants
5520,Plants
5302,Plants
5273,Plants
5381,Plants
5371,Plants
5200,Plants
5305,Plants
5545,Plants
5596,Plants
5564,Plants
6543,Plants
5581,Plants
5849,Plants
5572,Plants
5625,Plants
5611,Plants
5596,Plants
5594,Plants
5595,Plants
5487,Plants
5487,Plants
5514,Plants
5345,Plants
5522,Plants
5563,Plants
5547,Plants
5599,Plants
5595,Plants
5588,Plants
5327,Plants
5878,Plants
5891,Plants
5517,Plants
5549,Plants
5516,Plants
5447,Plants
5422,Plants
5440,Plants
5407,Plants
5565,Plants
5589,Plants
5386,Plants
5329,Plants
5630,Plants
5404,Plants
6081,Plants
5942,Plants
5717,Plants
5824,Plants
5579,Plants
5589,Plants
5129,Plants
5360,Plants
5152,Plants
5671,Plants
5594,Plants
5741,Plants
5680,Plants
5768,Plants
5322,Plants
5553,Plants
5253,Plants
5198,Plants
5389,Plants
5235,Plants
5240,Plants
5185,Plants
5079,Plants
5433,Plants
5095,Plants
5355,Plants
5578,Plants
5615,Plants
5723,Plants
5854,Plants
5532,Plants
5459,Plants
6328,Plants
5613,Plants
5079,Plants
5201,Plants
5445,Plants
5742,Plants
5706,Plants
5892,Plants
5535,Plants
4929,Plants
5870,Plants
6130,Plants
5328,Plants
5379,Plants
5206,Plants
5212,Plants
5218,Plants
5290,Plants
5291,Plants
5256,Plants
5958,Plants
5300,Plants
6724,Soil
6342,Soil
5925,Soil
5930,Soil
5934,Soil
5929,Soil
5939,Soil
5934,Soil
5934,Soil
5923,Soil
5933,Soil
5850,Soil
5926,Soil
5624,Soil
5835,Soil
6085,Soil
6337,Soil
6092,Soil
5888,Soil
5784,Soil
5873,Soil
5654,Soil
5847,Soil
5972,Soil
5844,Soil
5857,Soil
6488,Soil
6313,Soil
5820,Soil
5496,Soil
5853,Soil
5852,Soil
5832,Soil
5872,Soil
6165,Soil
5775,Soil
6333,Soil
5804,Soil
5969,Soil
5960,Soil
5968,Soil
5960,Soil
5742,Soil
5775,Soil
5828,Soil
5889,Soil
5811,Soil
5806,Soil
5507,Soil
5656,Soil
5652,Soil
5655,Soil
5870,Soil
5865,Soil
5867,Soil
5938,Soil
5938,Soil
5939,Soil
5651,Soil
5652,Soil
5649,Soil
5863,Soil
4965,Soil
5273,Soil
6646,Soil
6652,Soil
6653,Soil
6643,Soil
6250,Soil
6381,Soil
5148,Soil
6180,Soil
6092,Soil
5763,Soil
6519,Soil
5831,Soil
5304,Soil
5977,Soil
5970,Soil
5985,Soil
5490,Soil
6112,Soil
7901,Soil
6042,Soil
5856,Soil
5987,Soil
5895,Soil
6041,Soil
6019,Soil
5976,Soil
6222,Soil
6139,Soil
6090,Soil
6057,Soil
6248,Soil
6399,Soil
5508,Soil
6036,Soil
6403,Soil
4824,Soil
5212,Soil
5367,Soil
5001,Soil
5478,Soil
5761,Soil
5859,Soil
5524,Soil
5278,Soil
5267,Soil
5232,Soil
5563,Soil
5807,Soil
5584,Soil
6056,Soil
5753,Soil
5775,Soil
6176,Soil
5721,Soil
5568,Soil
5803,Soil
5570,Soil
5981,Soil
5380,Soil
4582,Soil
4557,Soil
4148,Soil
5816,Soil
6499,Soil
6380,Soil
6242,Soil
6157,Soil
5642,Soil
5678,Soil
5904,Soil
5841,Soil
5822,Soil
6073,Soil
6181,Soil
5510,Soil
5771,Soil
5703,Soil
5896,Soil
5676,Soil
5653,Soil
5726,Soil
5878,Soil
5865,Soil
6291,Soil
4705,Soil
5236,Soil
5597,Soil
5978,Soil
5282,Soil
5282,Soil
5769,Soil
4899,Soil
5809,Soil
6087,Soil
4529,Soil
5199,Soil
5277,Soil
5190,Soil
6018,Soil
6167,Soil
6139,Soil
6051,Soil
6057,Soil
6291,Soil
6257,Soil
6175,Soil
6071,Soil
4650,Soil
5436,Soil
5040,Soil
6205,Soil
5386,Soil
5357,Soil
5444,Soil
5714,Soil
5972,Soil
5566,Soil
4973,Soil
5278,Soil
5065,Soil
5231,Soil
5577,Soil
5142,Soil
4848,Soil
5180,Soil
5716,Soil
5945,Soil
4871,Soil
5287,Soil
5011,Soil
5498,Soil
5346,Soil
5362,Soil
6314,Soil
5840,Soil
6083,Soil
5962,Soil
6187,Soil
5671,Soil
6325,Soil
6029,Soil
5643,Soil
6329,Soil
6300,Soil
5756,Soil
6328,Soil
5997,Soil
6307,Soil
6197,Soil
5543,Soil
5567,Soil
5508,Soil
5930,Soil
5220,Soil
5978,Soil
5191,Soil
5162,Soil
5558,Soil
5890,Soil
5693,Soil
6042,Soil
5458,Soil
5358,Soil
5089,Soil
5095,Soil
5636,Soil
5997,Soil
5593,Soil
6378,Soil
6206,Soil
5988,Soil
4757,Soil
4399,Soil
5859,Soil
5310,Soil
6258,Soil
6262,Soil
5299,Soil
5341,Soil
5658,Soil
5292,Soil
5417,Soil
5615,Soil
5399,Soil
5564,Soil
5551,Soil
6080,Soil
3726,Soil
5762,Soil
7025,Soil
5790,Soil
5828,Soil
5343,Soil
4861,Soil
5686,Soil
5486,Soil
5298,Soil
5360,Soil
5334,Soil
5646,Soil
5784,Soil
5614,Soil
5336,Soil
5050,Soil
5757,Soil
5672,Soil
5665,Soil
5695,Soil
4555,Soil
6818,Soil
5598,Soil
5869,Soil
6052,Soil
6052,Soil
4477,Soil
4468,Soil
5552,Soil
4712,Soil
4316,Soil
5538,Soil
4858,Soil
4947,Soil
6023,Soil
5439,Soil
4556,Soil
5485,Soil
5088,Soil
4435,Soil
5762,Soil
4425,Soil
4343,Soil
4529,Soil
3794,Soil
4342,Soil
3715,Soil
3835,Soil
4183,Soil
4184,Soil
4302,Soil
4320,Soil
3969,Soil
4320,Soil
5235,Soil
5334,Soil
5076,Soil
5691,Soil
6128,Soil
5683,Soil
4903,Soil
4939,Soil
5095,Soil
5804,Soil
6006,Soil
5954,Soil
6896,Soil
4648,Soil
5350,Soil
5221,Soil
5312,Soil
6303,Wastewater
6166,Wastewater
6446,Wastewater
5831,Wastewater
6439,Wastewater
6168,Wastewater
6335,Wastewater
5753,Wastewater
5907,Wastewater
5738,Wastewater
4053,Wastewater
5066,Wastewater
4602,Wastewater
6806,Wastewater
5735,Wastewater
5961,Wastewater
5418,Wastewater
5648,Wastewater
6127,Wastewater
4663,Wastewater
4546,Wastewater
4758,Wastewater
6265,Wastewater
5553,Wastewater
5233,Wastewater
5699,Wastewater
5387,Wastewater
6460,Wastewater
5792,Wastewater
5764,Wastewater
3992,Wastewater
6910,Wastewater
6880,Wastewater
6863,Wastewater
6883,Wastewater
6342,Wastewater
5463,Wastewater
6370,Wastewater
3248,Wastewater
4320,Wastewater
4812,Wastewater
4125,Wastewater
4506,Wastewater
5095,Wastewater
4080,Wastewater
4842,Wastewater
4379,Wastewater
6223,Wastewater
3482,Wastewater
4209,Wastewater
6085,Wastewater
